a	occurrence?id_SignBankVariant=373

#speech	occurrence?id_SignBankVariant=6614

speech/oral	occurrence?id_SignBankVariant=2645
(o)speech/oral	occurrence?id_SignBankVariant=303

spell	occurrence?id_SignBankVariant=2646

spend	occurrence?id_SignBankVariant=2647
spend-all	occurrence?id_SignBankVariant=2648

*sphere (earth+sphere)	occurrence?id_SignBankVariant=3526

spicy	occurrence?id_SignBankVariant=2649

spider	occurrence?id_SignBankVariant=2650

spill	occurrence?id_SignBankVariant=2651

spin	occurrence?id_SignBankVariant=2652
*(nd-c)spin (dry+(nd-c)spin)	occurrence?id_SignBankVariant=3493

spin-toy	occurrence?id_SignBankVariant=5891

spinach	occurrence?id_SignBankVariant=5832

spiral	occurrence?id_SignBankVariant=5904

spit	occurrence?id_SignBankVariant=2653

spread	occurrence?id_SignBankVariant=2654

spring	occurrence?id_SignBankVariant=4538

sprinkler	occurrence?id_SignBankVariant=2655
*sprinkler (water+sprinkler)	occurrence?id_SignBankVariant=4247

square	occurrence?id_SignBankVariant=2656
*square (door+square)	occurrence?id_SignBankVariant=3487
*square (movie+square)	occurrence?id_SignBankVariant=3849
*square (paper+square)	occurrence?id_SignBankVariant=3929
*square-horizontal ((2h)plant-seeds+square-horizontal)	occurrence?id_SignBankVariant=6028
square* (square+door)	occurrence?id_SignBankVariant=4079

square+door	occurrence?id_SignBankVariant=4078

squared	occurrence?id_SignBankVariant=2657
squared_2	occurrence?id_SignBankVariant=2658

squash	occurrence?id_SignBankVariant=6045

squirrel	occurrence?id_SignBankVariant=2659

#ss	occurrence?id_SignBankVariant=37

ns-st-patrick	occurrence?id_SignBankVariant=6396
ns-st-patrick* (ns-st-patrick+day)	occurrence?id_SignBankVariant=5545

ns-st-patrick+day	occurrence?id_SignBankVariant=5547

stab	occurrence?id_SignBankVariant=2660

stage	occurrence?id_SignBankVariant=2661

stamp	occurrence?id_SignBankVariant=2662
stamp_2	occurrence?id_SignBankVariant=6413

stamp-seal	occurrence?id_SignBankVariant=2663

stand	occurrence?id_SignBankVariant=2664
stand-continuative	occurrence?id_SignBankVariant=6441

stand-up	occurrence?id_SignBankVariant=2665
stand-up* (stand-up+ascend)	occurrence?id_SignBankVariant=4082

stand-up+ascend	occurrence?id_SignBankVariant=4081

stapler	occurrence?id_SignBankVariant=5652

star	occurrence?id_SignBankVariant=2666
star* (star+bomb)	occurrence?id_SignBankVariant=5368

star+bomb	occurrence?id_SignBankVariant=5222

start	occurrence?id_SignBankVariant=2667

state	occurrence?id_SignBankVariant=2668

statistics	occurrence?id_SignBankVariant=2669
statistics* (statistics+agent)	occurrence?id_SignBankVariant=5961

statistics+agent	occurrence?id_SignBankVariant=6031

stay	occurrence?id_SignBankVariant=4346
(1h)stay	occurrence?id_SignBankVariant=111
stay_2	occurrence?id_SignBankVariant=4687

steal	occurrence?id_SignBankVariant=2670
(1h)steal	occurrence?id_SignBankVariant=4333
steal_2	occurrence?id_SignBankVariant=6412

stealthy	occurrence?id_SignBankVariant=2671

steam	occurrence?id_SignBankVariant=2672

steep	occurrence?id_SignBankVariant=2673

fs-step+daughter	occurrence?id_SignBankVariant=5775

fs-step+mother	occurrence?id_SignBankVariant=6521

fs-step+son	occurrence?id_SignBankVariant=6036

stepladder	occurrence?id_SignBankVariant=2674

steps	occurrence?id_SignBankVariant=2675

stick-on-surface	occurrence?id_SignBankVariant=6594

stick-on-throat	occurrence?id_SignBankVariant=6593

sticky	occurrence?id_SignBankVariant=2676
(1h)sticky	occurrence?id_SignBankVariant=112

still	occurrence?id_SignBankVariant=2677
(1h)still	occurrence?id_SignBankVariant=5261

stimulate	occurrence?id_SignBankVariant=2678

sting	occurrence?id_SignBankVariant=2679

sting-face	occurrence?id_SignBankVariant=2680

stink	occurrence?id_SignBankVariant=2681

stir	occurrence?id_SignBankVariant=2682
stir_2	occurrence?id_SignBankVariant=2683

stitch	occurrence?id_SignBankVariant=2684

stockings	occurrence?id_SignBankVariant=5865

stomach	occurrence?id_SignBankVariant=2685
abdomen	occurrence?id_SignBankVariant=377

stomach-cramps	occurrence?id_SignBankVariant=5903

stop	occurrence?id_SignBankVariant=2686
(1h)stop	occurrence?id_SignBankVariant=6895

stoplight	occurrence?id_SignBankVariant=2687

storm/clouds	occurrence?id_SignBankVariant=2688
cloud	occurrence?id_SignBankVariant=803
cloud_2	occurrence?id_SignBankVariant=804
cloud_3	occurrence?id_SignBankVariant=6367

story	occurrence?id_SignBankVariant=2690
(crvd-b)story	occurrence?id_SignBankVariant=225
story* (story+agent)	occurrence?id_SignBankVariant=4085
story_2	occurrence?id_SignBankVariant=2692

story+agent	occurrence?id_SignBankVariant=4084

story-tell	occurrence?id_SignBankVariant=2691

straight	occurrence?id_SignBankVariant=2693

strange	occurrence?id_SignBankVariant=2694

strangle	occurrence?id_SignBankVariant=2695

straw	occurrence?id_SignBankVariant=2696
straw_2	occurrence?id_SignBankVariant=2697

strawberry	occurrence?id_SignBankVariant=2698

stray/deviate	occurrence?id_SignBankVariant=2699

strict	occurrence?id_SignBankVariant=2700
(2h)strict	occurrence?id_SignBankVariant=6399

string	occurrence?id_SignBankVariant=2701

strip	occurrence?id_SignBankVariant=2702

strip-paint	occurrence?id_SignBankVariant=2703

stripes	occurrence?id_SignBankVariant=2704
(4)stripes	occurrence?id_SignBankVariant=177

strong	occurrence?id_SignBankVariant=2705
*strong (face+strong)	occurrence?id_SignBankVariant=3580
strong_2	occurrence?id_SignBankVariant=6022

structure	occurrence?id_SignBankVariant=2706
structure_2	occurrence?id_SignBankVariant=2707

struggle	occurrence?id_SignBankVariant=2708
struggle-continuative	occurrence?id_SignBankVariant=4315

stubborn	occurrence?id_SignBankVariant=2709

stuck	occurrence?id_SignBankVariant=2710

student	occurrence?id_SignBankVariant=4426

study	occurrence?id_SignBankVariant=2711
study-arc	occurrence?id_SignBankVariant=6389
study:j	occurrence?id_SignBankVariant=4704
study_2	occurrence?id_SignBankVariant=2712

stupid	occurrence?id_SignBankVariant=2713
stupid_2	occurrence?id_SignBankVariant=2714

stupid_3	occurrence?id_SignBankVariant=2715

subliminal-influence	occurrence?id_SignBankVariant=4733
*subliminal-influence (inform+subliminal-influence)	occurrence?id_SignBankVariant=5182

subscribe	occurrence?id_SignBankVariant=2716

subtract	occurrence?id_SignBankVariant=2717

subway	occurrence?id_SignBankVariant=2718
subway_2	occurrence?id_SignBankVariant=2719

succeed	occurrence?id_SignBankVariant=2720

i:sue:j	occurrence?id_SignBankVariant=4472

suffer	occurrence?id_SignBankVariant=2721

sugar/sweet	occurrence?id_SignBankVariant=2722

suggest	occurrence?id_SignBankVariant=2723
(1h)suggest	occurrence?id_SignBankVariant=113
(r)suggest	occurrence?id_SignBankVariant=324
*suggest ((2h)thank-you+suggest)	occurrence?id_SignBankVariant=5352
*suggest (thank-you+suggest)	occurrence?id_SignBankVariant=3169
suggest-1p	occurrence?id_SignBankVariant=5329

*suit (swim+suit)	occurrence?id_SignBankVariant=5838

suitcase	occurrence?id_SignBankVariant=2724

sulk	occurrence?id_SignBankVariant=2725

summarize	occurrence?id_SignBankVariant=2726

summer	occurrence?id_SignBankVariant=2727

summon	occurrence?id_SignBankVariant=2728
i:summon-1p	occurrence?id_SignBankVariant=5405

sun	occurrence?id_SignBankVariant=2729
*sun_2 (up+sun_2)	occurrence?id_SignBankVariant=5895
sun_2	occurrence?id_SignBankVariant=2730

fs-sun+#burn	occurrence?id_SignBankVariant=5227

fs-sun+glasses_2	occurrence?id_SignBankVariant=5879

sunbathe	occurrence?id_SignBankVariant=4550

sunday	occurrence?id_SignBankVariant=2731
*(1h)sunday_2 (friday+saturday+(1h)sunday_2)	occurrence?id_SignBankVariant=5874
sunday_2	occurrence?id_SignBankVariant=2732

sunrise	occurrence?id_SignBankVariant=2733
(f)sunrise	occurrence?id_SignBankVariant=244
*(f)sunrise (sleep+(f)sunrise)	occurrence?id_SignBankVariant=5732

sunset	occurrence?id_SignBankVariant=2734
(f)sunset	occurrence?id_SignBankVariant=245

sunshine	occurrence?id_SignBankVariant=2735
(2h)sunshine	occurrence?id_SignBankVariant=4513
(2h)sunshine_2	occurrence?id_SignBankVariant=4583
sunshine_2	occurrence?id_SignBankVariant=4570

superior	occurrence?id_SignBankVariant=2736
(1h)superior	occurrence?id_SignBankVariant=114

supervise	occurrence?id_SignBankVariant=2737
supervise* (supervise+agent)	occurrence?id_SignBankVariant=4088

supervise+agent	occurrence?id_SignBankVariant=4087

supper	occurrence?id_SignBankVariant=6481

support	occurrence?id_SignBankVariant=2738
(r)support	occurrence?id_SignBankVariant=325
support* (support+agent)	occurrence?id_SignBankVariant=4091

support+agent	occurrence?id_SignBankVariant=4090

surf-internet	occurrence?id_SignBankVariant=4535

surface	occurrence?id_SignBankVariant=2739

surfing	occurrence?id_SignBankVariant=5866

surgery	occurrence?id_SignBankVariant=2740
surgery_2	occurrence?id_SignBankVariant=2741

surpass	occurrence?id_SignBankVariant=6595

surprise	occurrence?id_SignBankVariant=2742
surprise_2	occurrence?id_SignBankVariant=2743

surround	occurrence?id_SignBankVariant=2744

sushi	occurrence?id_SignBankVariant=5859

suspect	occurrence?id_SignBankVariant=2745

suspend	occurrence?id_SignBankVariant=2746

suspenders	occurrence?id_SignBankVariant=5854

swallow	occurrence?id_SignBankVariant=2747
(2h)swallow	occurrence?id_SignBankVariant=7909

swear	occurrence?id_SignBankVariant=2748

sweat	occurrence?id_SignBankVariant=2749

sweater	occurrence?id_SignBankVariant=2750

sweatshirt	occurrence?id_SignBankVariant=6698

ns-sweden	occurrence?id_SignBankVariant=2079

sweetheart	occurrence?id_SignBankVariant=2751

swim	occurrence?id_SignBankVariant=2752
swim* (swim+fs-pool)	occurrence?id_SignBankVariant=5551
swim* (swim+suit)	occurrence?id_SignBankVariant=5476
swim-continuative	occurrence?id_SignBankVariant=4345

swim+fs-pool	occurrence?id_SignBankVariant=5855

swim+suit	occurrence?id_SignBankVariant=5857

swing	occurrence?id_SignBankVariant=2753

swing_2	occurrence?id_SignBankVariant=5763

swirling	occurrence?id_SignBankVariant=4567

switch	occurrence?id_SignBankVariant=2755

ns-switzerland	occurrence?id_SignBankVariant=2080

symbol	occurrence?id_SignBankVariant=2756

system	occurrence?id_SignBankVariant=2757

t	occurrence?id_SignBankVariant=2758

t-shirt	occurrence?id_SignBankVariant=5848

table	occurrence?id_SignBankVariant=2759
*table (coffee+table)	occurrence?id_SignBankVariant=5978

tail	occurrence?id_SignBankVariant=2760

take	occurrence?id_SignBankVariant=2761
take-continuative	occurrence?id_SignBankVariant=4341
take-out	occurrence?id_SignBankVariant=4451

take-a-hike	occurrence?id_SignBankVariant=2762

take-advantage	occurrence?id_SignBankVariant=2763

take-break	occurrence?id_SignBankVariant=2764

take-notes	occurrence?id_SignBankVariant=2765

take-off	occurrence?id_SignBankVariant=2766

take-off-coat	occurrence?id_SignBankVariant=5821

take-picture	occurrence?id_SignBankVariant=2767
take-picture* (take-picture+agent)	occurrence?id_SignBankVariant=5526

take-picture+agent	occurrence?id_SignBankVariant=5856

take-pill	occurrence?id_SignBankVariant=2768

take-subway	occurrence?id_SignBankVariant=2769
take-subway_2	occurrence?id_SignBankVariant=2770

take-train	occurrence?id_SignBankVariant=2771

take-up	occurrence?id_SignBankVariant=2772

talk	occurrence?id_SignBankVariant=2773
(2h)talkwg	occurrence?id_SignBankVariant=4769
talkwg	occurrence?id_SignBankVariant=2776

talk-big	occurrence?id_SignBankVariant=6049

talk-over	occurrence?id_SignBankVariant=2774

talk-to-self	occurrence?id_SignBankVariant=2775
*talk-to-self (think+talk-to-self)	occurrence?id_SignBankVariant=4158

tall	occurrence?id_SignBankVariant=2777

tan	occurrence?id_SignBankVariant=2778

tank-top	occurrence?id_SignBankVariant=2779

tap-dance	occurrence?id_SignBankVariant=2780

tap-on-shoulder	occurrence?id_SignBankVariant=5858

tape	occurrence?id_SignBankVariant=2781

tape-recording	occurrence?id_SignBankVariant=2782

tape_2	occurrence?id_SignBankVariant=5773

taste	occurrence?id_SignBankVariant=2783

tattle	occurrence?id_SignBankVariant=2784
(1h)tattle	occurrence?id_SignBankVariant=115

tattoo	occurrence?id_SignBankVariant=2785
tattoo_2	occurrence?id_SignBankVariant=2786

tea	occurrence?id_SignBankVariant=2787

teach	occurrence?id_SignBankVariant=2788
(1h)teach* ((1h)teach+(1h)agent)	occurrence?id_SignBankVariant=5063
(1h)teach* ((1h)teach+agent)	occurrence?id_SignBankVariant=6627
(i)teach	occurrence?id_SignBankVariant=5628
teach* (teach+agent)	occurrence?id_SignBankVariant=4097
teach_2	occurrence?id_SignBankVariant=5695

(1h)teach+(1h)agent	occurrence?id_SignBankVariant=4750

(1h)teach+agent	occurrence?id_SignBankVariant=6629

teach+agent	occurrence?id_SignBankVariant=4096

team	occurrence?id_SignBankVariant=2789

tease	occurrence?id_SignBankVariant=2790

tease_2	occurrence?id_SignBankVariant=7798

technology	occurrence?id_SignBankVariant=5282
technology* (technology+agent)	occurrence?id_SignBankVariant=4100
technology_2	occurrence?id_SignBankVariant=6303
technology_2* (technology_2+agent)	occurrence?id_SignBankVariant=4103

technology+agent	occurrence?id_SignBankVariant=4099

technology_2+agent	occurrence?id_SignBankVariant=4102

teenager	occurrence?id_SignBankVariant=2791

teeth	occurrence?id_SignBankVariant=2792
teeth_2	occurrence?id_SignBankVariant=2793

telescope	occurrence?id_SignBankVariant=2794

tell	occurrence?id_SignBankVariant=4400
1p-tell-2p	occurrence?id_SignBankVariant=7524
1p-tell:j	occurrence?id_SignBankVariant=4373
i:tell-1p	occurrence?id_SignBankVariant=4384
tell-1p	occurrence?id_SignBankVariant=2795
tell:j	occurrence?id_SignBankVariant=4362

temperature	occurrence?id_SignBankVariant=2797
(1)temperature-drop	occurrence?id_SignBankVariant=4475
(1)temperature/pitch	occurrence?id_SignBankVariant=54
*(1)temperature/pitch (voice+(1)temperature/pitch)	occurrence?id_SignBankVariant=4223

temperature-rising	occurrence?id_SignBankVariant=5840

temple	occurrence?id_SignBankVariant=2798

tempt	occurrence?id_SignBankVariant=2799

ten	occurrence?id_SignBankVariant=2800
*ten (cent+ten)	occurrence?id_SignBankVariant=3424
*ten (time+ten)	occurrence?id_SignBankVariant=6451
ten* (ten+eight)	occurrence?id_SignBankVariant=4106

ten+eight	occurrence?id_SignBankVariant=4105

tend	occurrence?id_SignBankVariant=2801
(1h)tend	occurrence?id_SignBankVariant=116

ns-#tenn	occurrence?id_SignBankVariant=4707

tent	occurrence?id_SignBankVariant=5863

tent-setup	occurrence?id_SignBankVariant=6048

test	occurrence?id_SignBankVariant=2802
test_2	occurrence?id_SignBankVariant=2803

*testament ((s)old+testament)	occurrence?id_SignBankVariant=3209
*testament (new+testament)	occurrence?id_SignBankVariant=3858
*testament (old+testament)	occurrence?id_SignBankVariant=5948
*testament_2 (old+testament_2)	occurrence?id_SignBankVariant=3905

ns-texas	occurrence?id_SignBankVariant=2081

texting	occurrence?id_SignBankVariant=2804
texting_2	occurrence?id_SignBankVariant=2805
texting_3	occurrence?id_SignBankVariant=4565

than	occurrence?id_SignBankVariant=2806

thank-you+suggest	occurrence?id_SignBankVariant=3168

(g)thanksgiving	occurrence?id_SignBankVariant=254

thanksgiving	occurrence?id_SignBankVariant=2807

that	occurrence?id_SignBankVariant=2808
(2h)that	occurrence?id_SignBankVariant=4703
*that (know+that)	occurrence?id_SignBankVariant=3774
that:j	occurrence?id_SignBankVariant=4374

thats-all	occurrence?id_SignBankVariant=4561

then	occurrence?id_SignBankVariant=2809

theory	occurrence?id_SignBankVariant=2810
theory_2	occurrence?id_SignBankVariant=2811
theory_3	occurrence?id_SignBankVariant=6764

therapy	occurrence?id_SignBankVariant=5671
therapy* (therapy+agent)	occurrence?id_SignBankVariant=5786

therapy+agent	occurrence?id_SignBankVariant=5814

therefore	occurrence?id_SignBankVariant=2812

thermometer	occurrence?id_SignBankVariant=2813

these	occurrence?id_SignBankVariant=2814
(1h)this	occurrence?id_SignBankVariant=4794
this	occurrence?id_SignBankVariant=2831
this_2	occurrence?id_SignBankVariant=4791

(l-x)thick	occurrence?id_SignBankVariant=273

thief	occurrence?id_SignBankVariant=2815

thin	occurrence?id_SignBankVariant=2816
(1h)thin	occurrence?id_SignBankVariant=6380
thin_2	occurrence?id_SignBankVariant=2817

thing	occurrence?id_SignBankVariant=2818
(2h)thing	occurrence?id_SignBankVariant=170
*(2h)thing ((2h)any+(2h)thing)	occurrence?id_SignBankVariant=5136
*(2h)thing (every+(2h)thing)	occurrence?id_SignBankVariant=3571
*thing (any+thing)	occurrence?id_SignBankVariant=3251

think	occurrence?id_SignBankVariant=2819
(2h)think* ((2h)think+agree)	occurrence?id_SignBankVariant=6057
(2h)think* ((2h)think+shock)	occurrence?id_SignBankVariant=3171
(v)think* ((v)think+mean)	occurrence?id_SignBankVariant=3217
think* (think+(2h)pass-out)	occurrence?id_SignBankVariant=4112
think* (think+(2h)pass-out_2)	occurrence?id_SignBankVariant=6092
think* (think+(s)bomb)	occurrence?id_SignBankVariant=7679
think* (think+a-level-below)	occurrence?id_SignBankVariant=5463
think* (think+agree)	occurrence?id_SignBankVariant=4115
think* (think+burst)	occurrence?id_SignBankVariant=5321
think* (think+confuse)	occurrence?id_SignBankVariant=6140
think* (think+decide)	occurrence?id_SignBankVariant=4118
think* (think+faith)	occurrence?id_SignBankVariant=4121
think* (think+few)	occurrence?id_SignBankVariant=6347
think* (think+focus/narrow)	occurrence?id_SignBankVariant=4127
think* (think+general)	occurrence?id_SignBankVariant=4130
think* (think+goal)	occurrence?id_SignBankVariant=6434
think* (think+grab-chance)	occurrence?id_SignBankVariant=4133
think* (think+hope)	occurrence?id_SignBankVariant=7079
think* (think+long-list)	occurrence?id_SignBankVariant=6918
think* (think+marry)	occurrence?id_SignBankVariant=4136
think* (think+mean)	occurrence?id_SignBankVariant=4139
think* (think+messed-up)	occurrence?id_SignBankVariant=4142
think* (think+mix-up)	occurrence?id_SignBankVariant=4145
think* (think+opposite)	occurrence?id_SignBankVariant=4148
think* (think+pass-out)	occurrence?id_SignBankVariant=6208
think* (think+shock)	occurrence?id_SignBankVariant=4151
think* (think+talk-to-self)	occurrence?id_SignBankVariant=4157
think* (think+visualize)	occurrence?id_SignBankVariant=6746

think+(2h)pass-out	occurrence?id_SignBankVariant=4111

think+(2h)pass-out_2	occurrence?id_SignBankVariant=6289

think+(s)bomb	occurrence?id_SignBankVariant=7700

think+a-level-below	occurrence?id_SignBankVariant=5822

(2h)think+agree	occurrence?id_SignBankVariant=6059

think+agree	occurrence?id_SignBankVariant=4114

think+burst	occurrence?id_SignBankVariant=5330

think+confuse	occurrence?id_SignBankVariant=6275

think+decide	occurrence?id_SignBankVariant=4117

think+faith	occurrence?id_SignBankVariant=4120

think+few	occurrence?id_SignBankVariant=6355

think+focus/narrow	occurrence?id_SignBankVariant=4126

think+general	occurrence?id_SignBankVariant=4129

think+goal	occurrence?id_SignBankVariant=6467

think+grab-chance	occurrence?id_SignBankVariant=4132

think+hope	occurrence?id_SignBankVariant=7471

think+long-list	occurrence?id_SignBankVariant=6931

think+marry	occurrence?id_SignBankVariant=4135

(v)think+mean	occurrence?id_SignBankVariant=3216

think+mean	occurrence?id_SignBankVariant=4138

think+messed-up	occurrence?id_SignBankVariant=4141

think+mix-up	occurrence?id_SignBankVariant=4144

think+opposite	occurrence?id_SignBankVariant=4147

think+pass-out	occurrence?id_SignBankVariant=6278

think+shock	occurrence?id_SignBankVariant=4150

(2h)think+shock	occurrence?id_SignBankVariant=3170

think+talk-to-self	occurrence?id_SignBankVariant=4156

think+visualize	occurrence?id_SignBankVariant=6766

think-about	occurrence?id_SignBankVariant=2820

think-over	occurrence?id_SignBankVariant=2821

third	occurrence?id_SignBankVariant=2822

third-in-list	occurrence?id_SignBankVariant=2823
(nd-3)third-in-list	occurrence?id_SignBankVariant=6647

third-place	occurrence?id_SignBankVariant=2824
third-place_2	occurrence?id_SignBankVariant=2825

thirsty	occurrence?id_SignBankVariant=2826
(5)thirsty	occurrence?id_SignBankVariant=5951

thirteen	occurrence?id_SignBankVariant=2827
*thirteen (two_2+zero+thirteen)	occurrence?id_SignBankVariant=5314

thirty	occurrence?id_SignBankVariant=2828
thirty_2	occurrence?id_SignBankVariant=2830

thirty-one	occurrence?id_SignBankVariant=6409

thirty-three	occurrence?id_SignBankVariant=2829

this-place	occurrence?id_SignBankVariant=2832
(1h)this-place	occurrence?id_SignBankVariant=117

those-two	occurrence?id_SignBankVariant=7799

thousand	occurrence?id_SignBankVariant=2833
*thousand (one+thousand)	occurrence?id_SignBankVariant=3917
*thousand (two+thousand)	occurrence?id_SignBankVariant=6458

thread	occurrence?id_SignBankVariant=5797

three	occurrence?id_SignBankVariant=2834
*three_2 ((s)old+three_2)	occurrence?id_SignBankVariant=3212
*three_2 (old+three_2)	occurrence?id_SignBankVariant=6253
three_2	occurrence?id_SignBankVariant=2840
three_2* (three_2+hour)	occurrence?id_SignBankVariant=4160

three-fourths	occurrence?id_SignBankVariant=2835

three-hours	occurrence?id_SignBankVariant=7650

three-months	occurrence?id_SignBankVariant=2837

three-more	occurrence?id_SignBankVariant=2838

three-weeks	occurrence?id_SignBankVariant=2839

three_2+hour	occurrence?id_SignBankVariant=4159

thrill/what's-up	occurrence?id_SignBankVariant=2841

throat	occurrence?id_SignBankVariant=2842

throat-hurt	occurrence?id_SignBankVariant=2843

through	occurrence?id_SignBankVariant=2844
through_2	occurrence?id_SignBankVariant=4780

throw	occurrence?id_SignBankVariant=2845
(1)throw	occurrence?id_SignBankVariant=55
(2h)(5)throw	occurrence?id_SignBankVariant=6469
(5)throw	occurrence?id_SignBankVariant=186

throw-away	occurrence?id_SignBankVariant=2846

throw-ball	occurrence?id_SignBankVariant=2847

throw-baseball	occurrence?id_SignBankVariant=6759

throw-basketball	occurrence?id_SignBankVariant=2848

throw-softball	occurrence?id_SignBankVariant=2849

thumb	occurrence?id_SignBankVariant=2850

thumbs-up/good	occurrence?id_SignBankVariant=5325
(2h)thumbs-up/good	occurrence?id_SignBankVariant=171
(2h)thumbs-up/good* ((2h)thumbs-up/good+applause)	occurrence?id_SignBankVariant=6095

(2h)thumbs-up/good+applause	occurrence?id_SignBankVariant=6255

thumbtack/button	occurrence?id_SignBankVariant=2851

(h)thursday	occurrence?id_SignBankVariant=4573

thursday	occurrence?id_SignBankVariant=2852

tickle	occurrence?id_SignBankVariant=2853

tie	occurrence?id_SignBankVariant=2854
tie_2* (tie_2+fishing)	occurrence?id_SignBankVariant=5251

tie_2+fishing	occurrence?id_SignBankVariant=5240

tiger	occurrence?id_SignBankVariant=2855

time	occurrence?id_SignBankVariant=2856
*time (any+time)	occurrence?id_SignBankVariant=6631
*time (long+time)	occurrence?id_SignBankVariant=6444
time* (time+"what")	occurrence?id_SignBankVariant=6706
time* (time+(1h)"what")	occurrence?id_SignBankVariant=4163
time* (time+dcl"circular object")	occurrence?id_SignBankVariant=4169
time* (time+eight)	occurrence?id_SignBankVariant=6392
time* (time+ten)	occurrence?id_SignBankVariant=6450

time+"what"	occurrence?id_SignBankVariant=6713

time+(1h)"what"	occurrence?id_SignBankVariant=4162

time+dcl"circular object"	occurrence?id_SignBankVariant=4168

time+eight	occurrence?id_SignBankVariant=6414

time+ten	occurrence?id_SignBankVariant=6482

time-five	occurrence?id_SignBankVariant=6401

time-four	occurrence?id_SignBankVariant=4782

time-period	occurrence?id_SignBankVariant=2857

time-seven	occurrence?id_SignBankVariant=6474

time-six	occurrence?id_SignBankVariant=6472

time-three	occurrence?id_SignBankVariant=6473

time-two	occurrence?id_SignBankVariant=4641

tiptoe	occurrence?id_SignBankVariant=2858
(bent-1)tiptoe	occurrence?id_SignBankVariant=211

tire	occurrence?id_SignBankVariant=4462
(2h)tire	occurrence?id_SignBankVariant=6394

tired	occurrence?id_SignBankVariant=2859
(1h)tired	occurrence?id_SignBankVariant=118
tired* (tired+exhaust)	occurrence?id_SignBankVariant=5974

tired+exhaust	occurrence?id_SignBankVariant=6035

tired_2	occurrence?id_SignBankVariant=5846

to-fool	occurrence?id_SignBankVariant=2860

to/until	occurrence?id_SignBankVariant=2861

toast	occurrence?id_SignBankVariant=2862
toast_2	occurrence?id_SignBankVariant=2863

tobacco	occurrence?id_SignBankVariant=2864
tobacco_2	occurrence?id_SignBankVariant=2865

together/go-steady	occurrence?id_SignBankVariant=2866
all-together	occurrence?id_SignBankVariant=436
together/go-steady:j	occurrence?id_SignBankVariant=4396
together/go-steady_2	occurrence?id_SignBankVariant=4419

toilet	occurrence?id_SignBankVariant=2867
toilet* (toilet+bowl)	occurrence?id_SignBankVariant=5566

toilet+bowl	occurrence?id_SignBankVariant=5781

tomato	occurrence?id_SignBankVariant=2868

tomorrow	occurrence?id_SignBankVariant=2869

tongue	occurrence?id_SignBankVariant=2870

tooth/glass	occurrence?id_SignBankVariant=2871
*tooth/glass (blue+tooth/glass)	occurrence?id_SignBankVariant=5506
tooth/glass* (tooth/glass+cup)	occurrence?id_SignBankVariant=5540

tooth/glass+cup	occurrence?id_SignBankVariant=5785

toothbrush	occurrence?id_SignBankVariant=2872

toothpaste	occurrence?id_SignBankVariant=2873
(a)toothpaste	occurrence?id_SignBankVariant=203
toothpaste_2	occurrence?id_SignBankVariant=2874

top	occurrence?id_SignBankVariant=2875
(u/h)top	occurrence?id_SignBankVariant=6432

tornado	occurrence?id_SignBankVariant=2876
(1)tornado	occurrence?id_SignBankVariant=56

torture	occurrence?id_SignBankVariant=2877
torture_2	occurrence?id_SignBankVariant=2878

toss	occurrence?id_SignBankVariant=2879

total	occurrence?id_SignBankVariant=2880
total-over-time	occurrence?id_SignBankVariant=6755
total_2	occurrence?id_SignBankVariant=2881

touch	occurrence?id_SignBankVariant=2882
touch_2	occurrence?id_SignBankVariant=2884

touch-heart	occurrence?id_SignBankVariant=2883
touch-heart* (touch-heart+(5)touch-heart)	occurrence?id_SignBankVariant=6132
touch-heart* (touch-heart+grief)	occurrence?id_SignBankVariant=6334
touch-heart* (touch-heart+grief+(1h)(5)touch-heart)	occurrence?id_SignBankVariant=6142

*(1h)(5)touch-heart (touch-heart+grief+(1h)(5)touch-heart)	occurrence?id_SignBankVariant=6343
*(5)touch-heart (touch-heart+(5)touch-heart)	occurrence?id_SignBankVariant=6344

touch-heart+(5)touch-heart	occurrence?id_SignBankVariant=6243

touch-heart+grief	occurrence?id_SignBankVariant=6341

touch-heart+grief+(1h)(5)touch-heart	occurrence?id_SignBankVariant=6263

tough	occurrence?id_SignBankVariant=2885

tournament	occurrence?id_SignBankVariant=2886

towel	occurrence?id_SignBankVariant=2887

trace-heart	occurrence?id_SignBankVariant=2888
(1)trace-heart	occurrence?id_SignBankVariant=57
trace-heart* (trace-heart+day)	occurrence?id_SignBankVariant=6513

trace-heart+day	occurrence?id_SignBankVariant=6522

trace-path	occurrence?id_SignBankVariant=5333

track-ix	occurrence?id_SignBankVariant=4734

track-middle	occurrence?id_SignBankVariant=4735

track-pinky	occurrence?id_SignBankVariant=4736

track-ring	occurrence?id_SignBankVariant=4737

